points_from,points_to,juror_a_ranking,juror_b_ranking,juror_c_ranking,juror_d_ranking,juror_e_ranking,jury_rank,televote_rank,jury_points,televote_points
Italy, Moldova,22,17,20,18,24,23,9,0,2
Italy, Norway,4,11,10,9,8,9,11,2,0
Italy, Portugal,2,9,7,5,4,5,16,6,0
Italy, Russia,9,6,16,19,12,11,4,0,7
Italy, San Marino,11,5,22,15,20,13,8,0,3
Italy, Serbia,25,23,19,17,23,25,7,0,4
Italy, Spain,21,14,13,22,18,19,24,0,0
Italy, Sweden,10,20,9,11,9,12,13,0,0
Italy, Switzerland,24,21,21,21,16,24,12,0,0
Italy, The Netherlands,16,19,11,16,14,16,23,0,0
Italy, Ukraine,6,7,25,24,5,10,1,1,12
Italy, United Kingdom,18,13,18,14,22,18,25,0,0
Latvia, Albania,17,23,22,23,17,23,24,0,0
Latvia, Azerbaijan,15,24,15,12,22,20,12,0,0
Latvia, Belgium,9,8,10,6,19,12,13,0,0
Latvia, Bulgaria,11,17,3,13,3,6,15,5,0
Latvia, Cyprus,21,22,24,25,25,25,20,0,0
Latvia, Finland,12,5,5,7,8,7,3,4,8
Latvia, France,6,7,9,11,4,8,8,3,3
Latvia, Germany,24,20,14,10,11,17,18,0,0
Latvia, Greece,13,18,16,15,6,14,16,0,0
Latvia, Iceland,7,3,2,4,1,2,6,10,5
Latvia, Israel,19,19,18,20,16,21,19,0,0
Latvia, Italy,2,4,11,2,12,3,4,8,7
Latvia, Lithuania,5,2,19,3,10,5,1,6,12
Latvia, Malta,3,9,7,21,15,9,17,2,0
Latvia, Moldova,23,25,13,18,24,22,11,0,0
Latvia, Norway,25,14,4,24,5,11,9,0,2
Latvia, Portugal,14,11,12,8,7,13,14,0,0
Latvia, Russia,10,10,6,5,18,10,2,1,10
Latvia, San Marino,8,16,23,17,23,18,21,0,0
Latvia, Serbia,20,26,25,26,26,26,25,0,0
Latvia, Spain,22,21,26,16,20,24,26,0,0
Latvia, Sweden,18,12,21,19,13,19,10,0,1
Latvia, Switzerland,4,1,1,9,2,1,7,12,4
Latvia, The Netherlands,16,15,20,14,9,16,22,0,0
Latvia, Ukraine,1,13,8,1,14,4,5,7,6
Latvia, United Kingdom,26,6,17,22,21,15,23,0,0
Lithuania, Albania,23,22,24,19,24,23,25,0,0
Lithuania, Azerbaijan,21,18,20,22,22,21,14,0,0
Lithuania, Belgium,6,4,3,3,1,4,9,7,2
Lithuania, Bulgaria,7,13,8,11,15,9,18,2,0
Lithuania, Cyprus,13,15,21,15,17,18,11,0,0
Lithuania, Finland,12,10,10,12,10,11,4,0,7
Lithuania, France,2,5,6,7,14,6,3,5,8
Lithuania, Germany,14,12,14,10,8,12,13,0,0
Lithuania, Greece,8,14,19,13,16,15,17,0,0
Lithuania, Iceland,10,7,11,5,9,7,8,4,3
Lithuania, Israel,11,16,7,20,7,10,16,1,0
Lithuania, Italy,1,2,4,6,4,2,2,10,10
Lithuania, Malta,15,8,9,8,5,8,15,3,0
Lithuania, Moldova,25,25,23,25,23,25,22,0,0
Lithuania, Norway,9,20,17,17,6,13,6,0,5
Lithuania, Portugal,4,1,5,4,12,5,12,6,0
Lithuania, Russia,16,21,16,24,19,19,7,0,4
Lithuania, San Marino,18,24,22,21,20,22,19,0,0
Lithuania, Serbia,24,23,25,23,21,24,21,0,0
Lithuania, Spain,22,19,12,16,13,17,24,0,0
Lithuania, Sweden,17,9,13,14,18,16,10,0,1
Lithuania, Switzerland,5,6,2,2,2,3,5,8,6
Lithuania, The Netherlands,19,11,15,9,11,14,23,0,0
Lithuania, Ukraine,3,3,1,1,3,1,1,12,12
Lithuania, United Kingdom,20,17,18,18,25,20,20,0,0
Malta, Albania,3,22,3,3,19,1,18,12,0
Malta, Azerbaijan,10,23,12,7,5,14,12,0,0
Malta, Belgium,11,18,18,18,14,21,22,0,0
Malta, Bulgaria,25,7,6,16,10,16,11,0,0
Malta, Cyprus,16,21,2,6,7,7,9,4,2
Malta, Finland,5,2,11,22,22,9,4,2,7
Malta, France,23,12,1,15,6,8,8,3,3
Malta, Germany,8,25,24,19,23,22,19,0,0
Malta, Greece,20,11,4,1,11,5,17,6,0
Malta, Iceland,2,19,16,9,18,12,6,0,5
Malta, Israel,14,20,17,17,13,24,21,0,0
Malta, Italy,18,9,13,4,8,11,1,0,12
Malta, Lithuania,19,8,7,13,15,17,5,0,6
Malta, Moldova,15,14,22,2,12,13,24,0,0
Malta, Norway,7,24,15,8,25,19,2,0,10
Malta, Portugal,22,1,19,12,2,4,15,7,0
Malta, Russia,13,16,21,14,16,23,16,0,0
Malta, San Marino,4,5,9,23,17,10,20,1,0
Malta, Serbia,6,17,25,20,9,18,7,0,4
Malta, Spain,24,10,20,21,24,25,23,0,0
Malta, Sweden,21,15,5,5,1,3,3,8,8
Malta, Switzerland,1,6,14,25,4,2,13,10,0
Malta, The Netherlands,17,13,8,10,21,20,25,0,0
Malta, Ukraine,9,4,10,24,3,6,10,5,1
Malta, United Kingdom,12,3,23,11,20,15,14,0,0
Moldova, Albania,11,12,17,13,8,14,22,0,0
Moldova, Azerbaijan,8,5,4,23,6,5,10,6,1
Moldova, Belgium,22,4,8,16,24,12,20,0,0
Moldova, Bulgaria,2,1,1,3,1,1,12,12,0
Moldova, Cyprus,4,11,14,8,25,10,13,1,0
Moldova, Finland,21,21,19,7,23,16,6,0,5
Moldova, France,1,8,18,20,9,7,5,4,6
Moldova, Germany,16,20,25,11,13,20,17,0,0
Moldova, Greece,6,2,3,5,3,3,4,8,7
Moldova, Iceland,15,18,10,1,7,6,11,5,0
Moldova, Israel,14,14,15,21,17,22,18,0,0
Moldova, Italy,18,24,9,25,18,21,3,0,8
Moldova, Lithuania,20,6,23,18,22,15,9,0,2
Moldova, Malta,3,13,6,2,11,4,14,7,0
Moldova, Norway,17,17,22,14,10,18,15,0,0
Moldova, Portugal,13,10,12,6,5,9,16,2,0
Moldova, Russia,5,3,2,4,2,2,1,10,12
Moldova, San Marino,9,22,5,12,16,13,19,0,0
Moldova, Serbia,12,15,13,19,15,17,21,0,0
Moldova, Spain,19,19,16,9,19,19,24,0,0
Moldova, Sweden,24,23,20,24,21,25,8,0,3
Moldova, Switzerland,7,9,11,10,4,8,7,3,4
Moldova, The Netherlands,23,25,21,15,14,23,23,0,0
Moldova, Ukraine,10,7,7,22,12,11,2,0,10
Moldova, United Kingdom,25,16,24,17,20,24,25,0,0
North Macedonia, Albania,5,18,11,18,11,12,2,0,10
North Macedonia, Azerbaijan,16,15,10,11,22,18,8,0,3
North Macedonia, Belgium,12,6,25,16,14,14,23,0,0
North Macedonia, Bulgaria,15,8,20,22,9,15,11,0,0
North Macedonia, Cyprus,10,12,15,9,4,9,5,2,6
North Macedonia, Finland,20,17,21,17,18,22,9,0,2
North Macedonia, France,2,2,6,7,10,4,6,7,5
North Macedonia, Germany,24,21,19,21,26,25,24,0,0
North Macedonia, Greece,14,16,12,10,17,17,16,0,0
North Macedonia, Iceland,26,9,5,3,16,7,12,4,0
North Macedonia, Israel,4,7,1,8,5,3,22,8,0
North Macedonia, Italy,7,1,3,1,6,2,3,10,8
North Macedonia, Lithuania,25,22,26,23,20,26,17,0,0
North Macedonia, Malta,9,5,2,5,7,6,13,5,0
North Macedonia, Moldova,22,20,17,26,23,24,15,0,0
North Macedonia, Norway,18,23,8,19,19,19,18,0,0
North Macedonia, Portugal,11,26,7,15,8,13,21,0,0
North Macedonia, Russia,8,11,4,13,21,10,10,1,1
North Macedonia, San Marino,17,14,22,20,25,21,19,0,0
North Macedonia, Serbia,1,3,9,2,2,1,1,12,12
North Macedonia, Spain,23,19,14,24,13,20,25,0,0
North Macedonia, Sweden,19,13,16,14,1,8,14,3,0
North Macedonia, Switzerland,3,4,23,4,3,5,4,6,7
North Macedonia, The Netherlands,13,24,18,25,24,23,26,0,0
North Macedonia, Ukraine,6,25,24,6,15,11,7,0,4
North Macedonia, United Kingdom,21,10,13,12,12,16,20,0,0
Norway, Albania,13,18,11,22,20,19,21,0,0
Norway, Azerbaijan,8,11,6,11,16,11,10,0,1
Norway, Belgium,21,19,18,18,22,22,22,0,0
Norway, Bulgaria,23,4,19,7,1,5,16,6,0
Norway, Cyprus,12,8,23,9,17,15,13,0,0
Norway, Finland,16,16,4,15,9,13,5,0,6
Norway, France,6,6,9,8,8,7,7,4,4
Norway, Germany,24,22,24,24,25,25,14,0,0
Norway, Greece,10,7,13,5,23,10,19,1,0
Norway, Iceland,4,13,15,14,7,9,2,2,10
Norway, Israel,2,5,3,3,13,3,18,8,0
Norway, Italy,7,20,12,6,3,6,4,5,7
Norway, Lithuania,25,14,10,16,15,18,1,0,12
Norway, Malta,1,2,1,4,2,1,8,12,3
Norway, Moldova,17,24,25,25,19,23,25,0,0
Norway, Portugal,14,15,14,10,11,17,12,0,0
Norway, Russia,9,12,8,23,18,16,11,0,0
Norway, San Marino,15,17,21,12,21,20,17,0,0
Norway, Serbia,19,25,22,20,24,24,15,0,0
Norway, Spain,22,23,20,19,14,21,23,0,0
Norway, Sweden,3,1,17,1,6,2,3,10,8
Norway, Switzerland,18,3,5,2,5,4,9,7,2
Norway, The Netherlands,11,10,16,17,4,12,20,0,0
Norway, Ukraine,5,21,2,21,10,8,6,3,5
Norway, United Kingdom,20,9,7,13,12,14,24,0,0
Poland, Albania,14,9,25,18,15,18,23,0,0
Poland, Azerbaijan,21,21,23,22,20,26,12,0,0
Poland, Belgium,26,17,17,6,1,8,19,3,0
Poland, Bulgaria,22,12,14,13,24,21,15,0,0
Poland, Cyprus,13,20,11,15,17,19,16,0,0
Poland, Finland,10,11,8,7,10,9,5,2,6
Poland, France,20,14,6,16,19,13,6,0,5
Poland, Germany,8,25,18,24,21,20,18,0,0
Poland, Greece,15,19,19,8,14,15,14,0,0
Poland, Iceland,2,1,4,1,4,2,3,10,8
Poland, Israel,5,4,5,10,9,5,22,6,0
Poland, Italy,17,22,7,2,5,6,2,5,10
Poland, Lithuania,23,24,24,14,23,24,7,0,4
Poland, Malta,6,5,12,9,7,7,11,4,0
Poland, Moldova,24,23,26,17,6,16,21,0,0
Poland, Norway,25,26,15,26,26,25,8,0,3
Poland, Portugal,4,7,3,5,2,3,17,8,0
Poland, Russia,3,8,21,25,13,10,9,1,2
Poland, San Marino,1,2,1,3,3,1,13,12,0
Poland, Serbia,18,16,20,21,25,23,20,0,0
Poland, Spain,19,18,13,23,11,22,24,0,0
Poland, Sweden,11,15,16,11,18,17,10,0,1
Poland, Switzerland,7,3,2,4,8,4,4,7,7
Poland, The Netherlands,16,6,10,19,22,12,25,0,0
Poland, Ukraine,9,13,22,20,12,14,1,0,12
Poland, United Kingdom,12,10,9,12,16,11,26,0,0
Portugal, Albania,18,17,17,21,13,19,24,0,0
Portugal, Azerbaijan,14,14,11,11,14,15,21,0,0
Portugal, Belgium,9,2,3,9,9,6,18,5,0
Portugal, Bulgaria,1,1,10,2,5,1,13,12,0
Portugal, Cyprus,16,18,12,16,23,16,19,0,0
Portugal, Finland,6,13,20,22,3,11,6,0,5
Portugal, France,7,5,8,12,1,5,1,6,12
Portugal, Germany,22,12,25,23,15,20,17,0,0
Portugal, Greece,17,22,22,15,22,22,9,0,2
Portugal, Iceland,3,6,4,5,7,3,8,8,3
Portugal, Israel,8,8,18,14,10,14,16,0,0
Portugal, Italy,12,3,16,1,11,8,4,3,7
Portugal, Lithuania,20,20,14,4,8,12,14,0,0
Portugal, Malta,4,9,7,6,4,7,15,4,0
Portugal, Moldova,19,24,23,13,16,21,3,0,8
Portugal, Norway,23,21,24,18,24,25,11,0,0
Portugal, Russia,5,11,2,3,6,2,10,10,1
Portugal, San Marino,24,25,15,17,12,18,23,0,0
Portugal, Serbia,11,10,9,7,17,13,20,0,0
Portugal, Spain,15,19,19,25,25,23,12,0,0
Portugal, Sweden,13,23,13,20,18,17,7,0,4
Portugal, Switzerland,2,15,6,8,2,4,5,7,6
Portugal, The Netherlands,10,4,5,19,20,10,22,1,0
Portugal, Ukraine,21,7,1,10,19,9,2,2,10
Portugal, United Kingdom,25,16,21,24,21,24,25,0,0
Romania, Albania,9,26,18,10,17,16,20,0,0
Romania, Azerbaijan,19,19,16,20,24,24,7,0,4
Romania, Belgium,12,6,26,16,26,12,24,0,0
Romania, Bulgaria,10,15,13,4,6,9,14,2,0
Romania, Cyprus,16,20,8,13,19,17,16,0,0
Romania, Finland,3,4,11,3,3,3,5,8,6
Romania, France,6,7,5,6,9,7,3,4,8
Romania, Germany,20,10,12,7,15,10,23,1,0
Romania, Greece,15,18,15,21,16,23,21,0,0
Romania, Iceland,26,9,14,26,13,18,12,0,0
Romania, Israel,8,16,19,12,10,11,10,0,1
Romania, Italy,4,12,3,18,18,8,2,3,10
Romania, Lithuania,22,11,7,24,20,15,8,0,3
Romania, Malta,1,1,2,1,1,1,9,12,2
Romania, Moldova,5,5,10,5,7,5,1,6,12
Romania, Norway,18,17,23,9,25,21,13,0,0
Romania, Portugal,2,3,4,2,4,2,22,10,0
Romania, Russia,23,22,9,19,12,19,18,0,0
Romania, San Marino,25,24,20,25,21,26,17,0,0
Romania, Serbia,13,25,22,23,11,22,11,0,0
Romania, Spain,24,14,25,8,23,20,19,0,0
Romania, Sweden,14,13,21,14,8,13,15,0,0
Romania, Switzerland,11,8,1,22,2,4,6,7,5
Romania, The Netherlands,7,21,17,15,14,14,26,0,0
Romania, Ukraine,21,2,6,11,5,6,4,5,7
Romania, United Kingdom,17,23,24,17,22,25,25,0,0
Russia, Albania,16,15,23,6,14,12,18,0,0
Russia, Azerbaijan,3,1,8,5,4,3,7,8,4
Russia, Belgium,9,13,4,22,9,8,16,3,0
Russia, Bulgaria,10,8,6,2,3,5,20,6,0
Russia, Cyprus,25,6,14,8,7,9,1,2,12
Russia, Finland,13,11,20,12,11,14,3,0,8
Russia, France,18,14,18,16,17,20,5,0,6
Russia, Germany,8,25,19,25,24,18,14,0,0
Russia, Greece,7,3,3,10,2,4,15,7,0
Russia, Iceland,22,19,11,18,13,16,10,0,1
Russia, Israel,4,4,10,4,6,6,19,5,0
Russia, Italy,1,5,2,7,5,2,2,10,10
Russia, Lithuania,15,18,15,23,20,22,9,0,2
Russia, Malta,5,7,7,3,10,7,13,4,0
Russia, Moldova,2,2,1,1,1,1,8,12,3
Russia, Norway,17,23,25,14,22,24,11,0,0
Russia, Portugal,20,12,9,20,15,15,22,0,0
Russia, San Marino,11,22,22,24,12,19,21,0,0
Russia, Serbia,23,16,24,17,16,23,17,0,0
Russia, Spain,19,21,21,19,19,25,23,0,0
Russia, Sweden,6,9,12,21,18,11,12,0,0
Russia, Switzerland,24,10,5,11,21,10,6,1,5
Russia, The Netherlands,14,17,17,15,23,21,24,0,0
Russia, Ukraine,12,24,13,13,8,13,4,0,7
Russia, United Kingdom,21,20,16,9,25,17,25,0,0
San Marino, Albania,10,6,11,14,7,9,19,2,0
San Marino, Azerbaijan,20,15,18,19,21,23,15,0,0
San Marino, Belgium,6,20,22,12,8,13,23,0,0
San Marino, Bulgaria,5,11,9,6,13,8,9,3,2
San Marino, Cyprus,9,14,13,16,11,17,3,0,8
San Marino, Finland,14,3,24,10,16,10,7,1,4
San Marino, France,1,2,1,3,1,1,2,12,10
San Marino, Germany,24,21,25,9,19,19,21,0,0
San Marino, Greece,4,9,4,4,2,3,4,8,7
San Marino, Iceland,16,8,16,8,10,12,13,0,0
San Marino, Israel,13,23,15,17,17,20,18,0,0
San Marino, Italy,2,1,5,1,4,2,1,10,12
San Marino, Lithuania,3,10,8,15,6,5,12,6,0
San Marino, Malta,7,4,2,20,3,4,17,7,0
San Marino, Moldova,8,5,12,18,5,6,5,5,6
San Marino, Norway,19,22,20,21,25,24,14,0,0
San Marino, Portugal,23,19,6,7,24,15,20,0,0
San Marino, Russia,11,16,17,5,15,14,10,0,1
San Marino, Serbia,25,24,21,2,14,11,16,0,0
San Marino, Spain,22,18,23,25,23,25,22,0,0
San Marino, Sweden,17,12,7,11,18,16,11,0,0
San Marino, Switzerland,12,7,3,23,9,7,8,4,3
San Marino, The Netherlands,18,25,19,13,20,21,25,0,0
San Marino, Ukraine,15,13,10,24,12,18,6,0,5
San Marino, United Kingdom,21,17,14,22,22,22,24,0,0
Serbia, Albania,23,21,17,20,23,23,11,0,0
Serbia, Azerbaijan,13,19,12,21,20,20,7,0,4
Serbia, Belgium,18,22,23,22,22,24,21,0,0
Serbia, Bulgaria,1,7,9,19,8,5,12,6,0
Serbia, Cyprus,20,18,22,25,15,22,9,0,2
Serbia, Finland,2,4,14,1,4,2,4,10,7
Serbia, France,8,1,1,5,3,1,2,12,10
Serbia, Germany,17,25,25,24,24,25,18,0,0
Serbia, Greece,4,14,15,7,6,8,8,3,3
Serbia, Iceland,11,12,4,2,2,4,6,7,5
Serbia, Israel,22,13,8,3,7,9,20,2,0
Serbia, Italy,7,3,6,9,1,3,1,8,12
Serbia, Lithuania,21,10,18,17,14,18,13,0,0
Serbia, Malta,10,5,10,11,11,11,16,0,0
Serbia, Moldova,5,20,24,16,18,16,22,0,0
Serbia, Norway,14,6,21,13,9,15,17,0,0
Serbia, Portugal,3,8,19,4,16,6,19,5,0
Serbia, Russia,19,17,7,14,13,17,5,0,6
Serbia, San Marino,9,9,5,12,19,13,15,0,0
Serbia, Spain,12,24,20,10,25,19,23,0,0
Serbia, Sweden,16,2,13,15,5,7,14,4,0
Serbia, Switzerland,24,15,3,8,10,10,10,1,1
Serbia, The Netherlands,15,16,16,18,21,21,25,0,0
Serbia, Ukraine,25,11,2,23,12,12,3,0,8
Serbia, United Kingdom,6,23,11,6,17,14,24,0,0
Slovenia, Albania,10,12,9,15,5,11,12,0,0
Slovenia, Azerbaijan,9,16,14,17,9,16,16,0,0
Slovenia, Belgium,6,17,4,20,4,5,19,6,0
Slovenia, Bulgaria,19,18,16,19,20,20,20,0,0
Slovenia, Cyprus,13,9,15,7,12,15,15,0,0
Slovenia, Finland,12,14,13,3,6,7,7,4,4
Slovenia, France,7,8,5,8,16,9,5,2,6
Slovenia, Germany,24,24,22,24,24,24,17,0,0
Slovenia, Greece,18,10,10,11,2,8,3,3,8
Slovenia, Iceland,1,6,3,1,8,2,8,10,3
Slovenia, Israel,5,11,8,14,7,10,22,1,0
Slovenia, Italy,3,7,2,2,1,1,2,12,10
Slovenia, Lithuania,21,22,20,16,10,18,14,0,0
Slovenia, Malta,11,3,12,5,17,6,13,5,0
Slovenia, Moldova,23,26,24,22,19,23,26,0,0
Slovenia, Norway,17,4,17,13,14,14,9,0,2
Slovenia, Portugal,14,20,19,18,18,19,18,0,0
Slovenia, Russia,2,1,1,9,13,3,10,8,1
Slovenia, San Marino,26,19,26,21,22,22,21,0,0
Slovenia, Serbia,16,5,11,10,15,13,1,0,12
Slovenia, Spain,22,21,21,23,21,21,23,0,0
Slovenia, Sweden,15,13,18,6,23,17,11,0,0
Slovenia, Switzerland,4,2,6,4,3,4,6,7,5
Slovenia, The Netherlands,25,23,23,25,25,26,24,0,0
Slovenia, Ukraine,8,15,7,12,11,12,4,0,7
Slovenia, United Kingdom,20,25,25,26,26,25,25,0,0
Spain, Albania,16,17,13,19,12,17,25,0,0
Spain, Azerbaijan,12,11,18,15,24,14,17,0,0
Spain, Belgium,18,18,15,12,22,19,22,0,0
Spain, Bulgaria,13,8,5,4,7,7,3,4,8
Spain, Cyprus,7,6,10,2,6,5,13,6,0
Spain, Finland,21,22,20,17,19,23,9,0,2
Spain, France,1,1,1,3,1,1,1,12,12
Spain, Germany,15,24,14,18,18,20,15,0,0
Spain, Greece,8,19,6,9,8,10,21,1,0
Spain, Iceland,6,5,4,11,3,4,6,7,5
Spain, Israel,3,9,9,6,10,8,20,3,0
Spain, Italy,17,12,21,14,11,13,2,0,10
Spain, Lithuania,11,4,12,7,14,9,7,2,4
Spain, Malta,5,3,2,8,4,3,8,8,3
Spain, Moldova,20,21,16,21,17,21,19,0,0
Spain, Norway,23,25,25,23,15,24,11,0,0
Spain, Portugal,4,7,8,5,5,6,10,5,1
Spain, Russia,19,14,24,22,23,22,14,0,0
Spain, San Marino,9,15,22,20,20,18,16,0,0
Spain, Serbia,14,20,17,24,9,15,18,0,0
Spain, Sweden,25,16,11,10,13,12,12,0,0
Spain, Switzerland,2,2,3,1,2,2,4,10,7
Spain, The Netherlands,24,10,7,13,16,11,24,0,0
Spain, Ukraine,22,23,23,25,21,25,5,0,6
Spain, United Kingdom,10,13,19,16,25,16,23,0,0
Sweden, Albania,20,22,22,23,21,25,15,0,0
Sweden, Azerbaijan,6,21,14,5,12,13,18,0,0
Sweden, Belgium,13,23,7,10,3,10,16,1,0
Sweden, Bulgaria,8,7,17,7,10,12,19,0,0
Sweden, Cyprus,11,9,16,6,14,16,14,0,0
Sweden, Finland,12,8,19,18,5,14,1,0,12
Sweden, France,2,4,10,9,8,5,5,6,6
Sweden, Germany,21,13,20,12,24,20,21,0,0
Sweden, Greece,24,20,23,17,19,23,17,0,0
Sweden, Iceland,3,12,2,13,7,4,2,7,10
Sweden, Israel,15,15,4,1,16,7,20,4,0
Sweden, Italy,5,1,3,20,6,2,8,10,3
Sweden, Lithuania,9,10,5,19,22,15,4,0,7
Sweden, Malta,7,3,6,2,1,1,9,12,2
Sweden, Moldova,18,18,21,24,25,24,13,0,0
Sweden, Norway,19,6,11,3,9,9,3,2,8
Sweden, Portugal,16,17,15,8,2,11,11,0,0
Sweden, Russia,4,5,9,11,13,8,12,3,0
Sweden, San Marino,22,11,18,22,11,19,23,0,0
Sweden, Serbia,17,24,13,21,20,21,10,0,1
Sweden, Spain,25,25,24,16,17,22,24,0,0
Sweden, Switzerland,10,2,8,15,4,6,6,5,5
Sweden, The Netherlands,14,19,12,14,15,18,22,0,0
Sweden, Ukraine,1,14,1,25,23,3,7,8,4
Sweden, United Kingdom,23,16,25,4,18,17,25,0,0
Switzerland, Albania,10,14,6,10,13,11,4,0,7
Switzerland, Azerbaijan,19,10,1,19,11,9,19,2,0
Switzerland, Belgium,16,11,22,17,17,20,21,0,0
Switzerland, Bulgaria,1,4,5,3,7,2,16,10,0
Switzerland, Cyprus,5,9,18,14,21,13,20,0,0
Switzerland, Finland,11,7,9,5,9,10,7,1,4
Switzerland, France,3,2,8,1,1,1,5,12,6
Switzerland, Germany,25,18,20,22,22,23,14,0,0
Switzerland, Greece,6,15,11,15,18,14,13,0,0
Switzerland, Iceland,15,6,21,4,5,6,6,5,5
Switzerland, Israel,17,20,7,8,23,16,18,0,0
Switzerland, Italy,14,1,14,2,2,3,2,8,10
Switzerland, Lithuania,7,8,3,13,14,7,10,4,1
Switzerland, Malta,8,5,4,7,3,5,12,6,0
Switzerland, Moldova,24,24,17,25,24,24,23,0,0
Switzerland, Norway,20,25,25,23,25,25,15,0,0
Switzerland, Portugal,2,3,16,6,4,4,3,7,8
Switzerland, Russia,21,17,2,11,6,8,11,3,0
Switzerland, San Marino,13,12,12,16,20,18,24,0,0
Switzerland, Serbia,12,22,10,24,15,19,1,0,12
Switzerland, Spain,18,19,13,20,16,21,17,0,0
Switzerland, Sweden,4,13,23,18,10,12,8,0,3
Switzerland, The Netherlands,9,16,24,12,8,15,22,0,0
Switzerland, Ukraine,23,21,15,9,12,17,9,0,2
Switzerland, United Kingdom,22,23,19,21,19,22,25,0,0
The Netherlands, Albania,11,11,9,8,20,10,22,1,0
The Netherlands, Azerbaijan,8,6,18,13,11,9,16,2,0
The Netherlands, Belgium,6,3,6,3,6,5,15,6,0
The Netherlands, Bulgaria,15,12,16,19,17,17,14,0,0
The Netherlands, Cyprus,13,24,21,22,24,21,20,0,0
The Netherlands, Finland,19,14,13,10,15,14,7,0,4
The Netherlands, France,2,2,2,2,3,1,1,12,12
The Netherlands, Germany,23,25,24,25,23,25,18,0,0
The Netherlands, Greece,20,18,11,18,19,18,2,0,10
The Netherlands, Iceland,1,10,1,4,1,2,3,10,8
The Netherlands, Israel,9,4,3,5,7,7,17,4,0
The Netherlands, Italy,12,13,17,12,12,13,9,0,2
The Netherlands, Lithuania,18,15,14,11,13,15,8,0,3
The Netherlands, Malta,3,5,4,7,2,4,10,7,1
The Netherlands, Moldova,25,23,23,24,25,24,25,0,0
The Netherlands, Norway,16,17,20,16,10,16,13,0,0
The Netherlands, Portugal,5,16,12,17,14,12,5,0,6
The Netherlands, Russia,4,1,5,6,4,3,11,8,0
The Netherlands, San Marino,21,21,19,14,16,20,21,0,0
The Netherlands, Serbia,24,22,22,23,22,23,19,0,0
The Netherlands, Spain,14,19,15,21,18,19,24,0,0
The Netherlands, Sweden,17,8,10,15,9,11,12,0,0
The Netherlands, Switzerland,7,7,7,1,5,6,4,5,7
The Netherlands, Ukraine,10,9,8,9,8,8,6,3,5
The Netherlands, United Kingdom,22,20,25,20,21,22,23,0,0
Ukraine, Albania,23,22,15,24,22,24,21,0,0
Ukraine, Azerbaijan,9,15,11,8,3,8,8,3,3
Ukraine, Belgium,3,10,3,5,20,5,10,6,1
Ukraine, Bulgaria,14,9,16,10,16,14,17,0,0
Ukraine, Cyprus,8,12,13,18,24,16,15,0,0
Ukraine, Finland,19,14,9,14,14,17,3,0,8
Ukraine, France,12,1,10,2,2,2,6,10,5
Ukraine, Germany,18,21,19,21,13,20,14,0,0
Ukraine, Greece,16,6,20,13,21,15,16,0,0
Ukraine, Iceland,11,8,5,7,6,7,5,4,6
Ukraine, Israel,4,5,2,17,4,4,13,7,0
Ukraine, Italy,1,2,4,1,1,1,1,12,12
Ukraine, Lithuania,13,11,8,9,7,11,2,0,10
Ukraine, Malta,6,3,6,6,10,6,11,5,0
Ukraine, Moldova,15,13,24,20,19,19,18,0,0
Ukraine, Norway,2,19,14,19,11,10,12,1,0
Ukraine, Portugal,7,17,7,12,5,9,19,2,0
Ukraine, Russia,17,25,25,15,25,22,7,0,4
Ukraine, San Marino,25,18,23,25,17,25,20,0,0
Ukraine, Serbia,24,16,22,16,23,21,22,0,0
Ukraine, Spain,21,20,18,4,15,13,25,0,0
Ukraine, Sweden,10,7,12,11,8,12,9,0,2
Ukraine, Switzerland,5,4,1,3,12,3,4,8,7
Ukraine, The Netherlands,20,24,17,23,18,23,24,0,0
Ukraine, United Kingdom,22,23,21,22,9,18,23,0,0
United Kingdom, Albania,21,15,16,18,19,22,21,0,0
United Kingdom, Azerbaijan,25,9,19,22,17,19,19,0,0
United Kingdom, Belgium,11,6,9,6,22,10,25,1,0
United Kingdom, Bulgaria,13,4,6,7,5,6,3,5,8
United Kingdom, Cyprus,15,23,17,14,13,21,13,0,0
United Kingdom, Finland,3,16,4,13,8,7,4,4,7
United Kingdom, France,4,1,3,2,2,1,6,12,5
United Kingdom, Germany,16,25,24,23,15,24,15,0,0
United Kingdom, Greece,18,12,22,12,23,20,16,0,0
United Kingdom, Iceland,5,14,2,1,1,2,2,10,10
United Kingdom, Israel,1,5,11,11,12,5,18,6,0
United Kingdom, Italy,14,24,14,15,9,17,8,0,3
United Kingdom, Lithuania,22,13,21,20,25,23,1,0,12
United Kingdom, Malta,12,18,15,10,11,16,5,0,6
United Kingdom, Moldova,23,2,23,17,21,13,20,0,0
United Kingdom, Norway,20,22,25,25,16,25,9,0,2
United Kingdom, Portugal,2,19,5,9,3,4,11,7,0
United Kingdom, Russia,17,7,13,16,18,15,14,0,0
United Kingdom, San Marino,10,10,10,4,10,8,17,3,0
United Kingdom, Serbia,19,11,18,8,4,12,23,0,0
United Kingdom, Spain,8,17,12,5,7,9,24,2,0
United Kingdom, Sweden,7,21,7,19,24,14,12,0,0
United Kingdom, Switzerland,9,3,1,3,14,3,10,8,1
United Kingdom, The Netherlands,6,20,8,21,6,11,22,0,0
United Kingdom, Ukraine,24,8,20,24,20,18,7,0,4
